idno	translation	other-identifier	author-name	num-authors	author-gender	author-nationality	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	collection	subgenre	type	ISBN	status	counter	read	Bemerkungen	protagonists	narration	setting-type	setting-place	setting-time	translator(s)	title-original	publ-original	Startkorpus	Duplikat prüfen	scifi	sentimental	policier	blanche
Nathan_Saraka	no		Nathan, Tobie	1	male		Saraka bô (Sortir les offrandes)	1993	1996	1993	1990s	Rivages	Rivages/Noir	policier	populaire	2-86930-783-7	tei	1													no	no	yes	no
Nezelof_Flammes	no		Nezelof, Pierre	1	male	FRA	Flammes sur la lande	1970	1970	1970	1970s	Fleuve Noir		sentimental	populaire	(unknown)	tei	1		keine ISBN											no	yes	no	no
Noel_Argent			Noël, Denise	1	female		L'argent du diable		1970	1970	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Nothomb_Catilinaires	no	rv0798	Nothomb, Amélie	1	female	BEL	Les Catilinaires	1995	1995	1995	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1				autodiegetic									no	no	no	yes
Nothomb_Hygiene	no	rv0802	Nothomb, Amélie	1	female	BEL	Hygiène de l'Assassin	1992		1992	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Nothomb_Peplum	no	rv0795	Nothomb, Amélie	1	female	BEL	Peplum	1996		1996	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Nothomb_Sabotage	no	rv0799	Nothomb, Amélie	1	female	BEL	Le Sabotage Amoureux	1993		1993	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1		immer wieder mehrere aufeinanderfolgene <p/>-tags  sind dies die Kapiteltrennungen?											no	no	no	yes
Oldfield_Semer	yes		Oldfield, Elizabeth	1	female		Comment semer son ange gardien...		1988	1988	1980s	Harlequin	Azur	sentimental	populaire	2-280-00621-9	tei	1	no							(unknown)	Bodycheck				no	yes	no	no
Ouravel_Sophie	no		Ouravel, Boris	1	male		Sophie		1987	1987	1980s	Fleuve Noir	Femme Viva	sentimental	populaire	2-265-03704-4	tei	1	no												no	yes	no	no
Padgett_Enfant	yes		Padgett, Abigail	1	female		L'Enfant du silence		1995	1995	1990s	Rivages	Rivages/Noir	policier	populaire	2-86930-887-6	tei	1								Bondil, Danièle / Bondil, Pierre	Child of Silence	1993			no	no	yes	no
Pagel_Cineterre	no		Pagel, Michel	1	male	FRA	Cinéterre		1998	1998	1990s	Fleuve Noir	Sf metal	scifi	populaire	2-265-06518-8	tei	1		Name des Autors nicht erkannt											yes	no	no	no
Pappano_Adriana	yes		Pappano, Marylin	1	female		Adriana ou le bel été		1990	1990	1990s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83261-5	tei	1								(unknown)	Something of heaven				no	yes	no	no
Paris_Dairen	no		Paris, Alain	1	male	FRA	Dairen		1988	1988	1980s	J'ai lu	Science-fiction	scifi	populaire	9-782277-224846	tei	1													yes	no	no	no
Peake_Homme	yes		Peake, Lilian	1	female	GBR	L'homme de granit		1975	1975	1970s	Harlequin	Serie Club	sentimental		(unknown)	tei	1													no	yes	no	no
Pecherot_Tiurai	no	rv0551	Pécherot, Patrick	1	male	FRA	Tiurai	1996		1996	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Pelot_Barreaux	no		Pelot, Pierre	1	male	FRA	Les barreaux de l'Eden		1977	1977	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Pelot_Bonheur	no	rv0807	Pelot, Pierre	1	male	FRA	Le Bonheur des Sardines	1993		1993	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Pelot_Delirium	no		Pelot, Pierre	1	male	FRA	Delirium Circus		1977	1977	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-11773-0	tei	1		Kapitel nicht erkannt											yes	no	no	no
Pelot_Foetus	no		Pelot, Pierre	1	male	FRA	Foetus-party		1977	1977	1970s	Denoël	Présence du Futur	scifi	populaire	(unknown)	tei	1										(unknown)			yes	no	no	no
Pelot_Plomb	no	rv0805	Pelot, Pierre	1	male	FRA	Du Plomb dans la Neige	1974		1974	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Pelot_Sourire	no		Pelot, Pierre	1	male	FRA	Le sourire des crabes		1977	1977	1970s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-00348-8	tei	1		Kapitel nicht durchgehend erkannt											yes	no	no	no
Pender_Mortelle	yes		Pender, Laura	1	female		Mortelle ressemblance		1997	1997	1990s	Harlequin	Suspense	policier	populaire	2-280-16690-0	tei	1								Duchet-Filhol, Bénédicte	Garden of deceit				no	no	yes	no
PennWarren_Endroit	yes		Penn Warren, Robert	1	male	USA	Un endroit où aller: roman	1977	1977	1977	1970s	Actes Sud	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Pennac_Chretiens	no	rv0674	Pennac, Daniel	1	male	FRA	Malaussene 5 Chretiens Maures	1996		1996	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Pennac_Fee	no	rv0673	Pennac, Daniel	1	male	FRA	Malaussene 2 Fee Carabine	1987		1987	1980s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		Teile und Kapitel											no	no	yes	no
Pennac_Petite	no		Pennac, Daniel	1	male	FRA	La petite marchande de prose (Malaussène 3)	1989	1990	1989	1980s	Gallimard	Folio	blanche	blanche	2-07-071822-0	tei	1													no	no	no	yes
Perec_Cabinet	no	rv0694	Perec, Georges	1	male	FRA	Cabinet Amateur	1979		1979	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Perrein_Fourmi	no		Perrein, Michèle	1	female		Comme une fourmi cavalière		1980	1980	1980s	Grasset		blanche	blanche	2-246-25101-X	tei	1		keine Kapitelüberschriften vorhanden											no	no	no	yes
Peters_Amulette	yes		Peters, Sue	1	female		L'amulette de jade		1982	1982	1980s	Harlequin	Collection	sentimental	populaire	2-280-00113-6	tei	1		Kapitel nicht erkannt						(unknown)	Jade				no	yes	no	no
Picard_Solo	no		Picard, Gilbert	1	male	FRA	Solo pour toumba	1975	1975	1975	1970s	Librairie des Champs-Élysées	Le Masque	policier	populaire	2-7024-0406-5	tei	1													no	no	yes	no
Pickart_Secrets	yes		Pickart, Joan Elliot	1	female		Secrets d'automne		1986	1986	1980s	Presses de la Cité	Collection Passion	sentimental	populaire	2-258-02072-7	tei	1								Ithé, Paule	Secrets of autumn				no	yes	no	no
Pierlain_Divine	no		Pierlain, Nell	1	female	FRA	La divine		1978	1978	1970s	Tallandier	Arc-en-Ciel	sentimental			tei	1													no	yes	no	no
Pierlain_Echarpe	no		Pierlain, Nell	1	female	FRA	L'écharpe mauve		1976	1976	1970s	Tallandier	Arc-en-Ciel	sentimental		(unknown)	tei	1													no	yes	no	no
Pierlain_Fascinante	no		Pierlain, Nell	1	female	FRA	Fascinante Hilda		1976	1976	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Pierlain_Homme	no		Pierlain, Nell	1	female	FRA	L'homme en gris		1971	1971	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Poslaniec_Fous	no		Poslaniec, Christian	1	male		Les fous de Scarron		1990	1990	1990s	Le Masque	Roman d'aventures	policier	populaire	2-7024-2062-1	tei	1		Kapitel nicht durchgehend erkannt											no	no	yes	no
Pouy_Belle	no	rv1079	Pouy, Jean-Bernard	1	male	FRA	La Belle de Fontenay	1992		1992	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		einige <gap/>-tags enthalten  diese zu <p/> geändert, da gap in Schema nicht erlaubt											no	no	yes	no
Pouy_Sec	no	rv1078	Pouy, Jean-Bernard	1	male	FRA	À Sec ! (Spinoza encule Hegel, le retour)	1998		1998	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Pozzessere_Cavalier	yes		Pozzessere, Heather Graham	1	female	USA	Le cavalier de l'orage		1995	1995	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16051-X	tei	1	no	sentimental/fantasy						Reignier, Pierre-Francois	The last cavalier				no	yes	no	no
Pozzessere_Homme	yes		Pozzessere, Heather Graham	1	female	USA	L'homme aux yeux de glace		1991	1991	1990s	Harlequin	Duo Desir	sentimental	populaire	2-280-85322-1	tei	1		Kapitel nicht durchgehend erkannt						Novet, Katia	A Perilous Eden				no	yes	no	no
Pozzessere_Riviere	yes		Pozzessere, Heather Graham	1	female	USA	Comme une rivière		1989	1989	1980s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83227-5	tei	1		Kapitel nicht durchgehend erkannt						(unknown)	Angel of Mercy				no	yes	no	no
Queffelec_Noces	no		Queffélec, Yann	1	male		Les noces barbares		1985	1985	1980s	Gallimard	Folio	blanche	blanche	2-07-037856-X	tei	1		Teile und Kapitel											no	no	no	yes
Quentin_Meurtre	yes		Quentin, Patrick	1	male		Meurtre à l'université		1984	1984	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1518-0	tei	1	no	Kapitel nicht durchgehend erkannt						Poulain, Christiane	Murder at the varsity				no	no	yes	no
Quentin_Mort	yes		Quentin, Patrick	1	male		La mort fait l'appel		1989	1989	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1874-0	tei	1	no	Kapitel nicht durchgehend erkannt						Canavaggia, Marie	Death goes to school				no	no	yes	no
RadfordEM_Eau	yes		Radford, Edwin / Radford, Mona Augusta	1	mixed		L'eau morte		1972	1972	1970s	Le Masque	Romans d'aventures	policier	populaire	(unknown)	tei	1								Daubert, Firmin	Dead Water	1971			no	no	yes	no
Rae_Skinner	yes		Rae, Hugh C.	1	male		Skinner	1999	2001	1999	1990s	Rivages	Rivages/Noir	policier	populaire	2-7436-0836-6	tei	1								Chrestien, Michel	Skinner	1965			no	no	yes	no
Rambaud_Bataille	no		Rambaud, Patrick	1	male		La bataille		1997	1997	1990s	Grasset		blanche	blanche	2-246-52721-X	tei	1													no	no	no	yes
Ranne_Chute			Ranne, G. Elton	1	male		Chute libre		1997	1997	1990s	Fleuve Noir	SF polar	scifi	populaire	2-265-06319-3	tei	1													yes	no	no	no
Rayjean_Grand	no		Rayjean, Max-André	1	male	FRA	Le grand retour		1974	1974	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1		Seiten 58, 59 fehlen											yes	no	no	no
Rayjean_Revolte	no		Rayjean, Max-André	1	male	FRA	La révolte de Gerkanol		1973	1973	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1	yes		Jé	heterodiegetic	space	space	future						yes	no	no	no
Rayjean_Statues	no		Rayjean, Max-André	1	male	FRA	Les statues vivantes		1972	1972	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Renard_Nuit	no		Renard, Christine	1	female	FRA	La nuit des lumineux	1980	1980	1980	1980s	Fernand Nathan	SF	scifi	populaire	2092709046	tei	1													yes	no	no	no
Rendell_Fille	yes		Rendell, Ruth	1	female		Une fille dans un caveau		1986	1986	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1703-5	tei	1								Fillion, Jane	Murder being once done				no	no	yes	no
Rendell_Petit	yes		Rendell, Ruth	1	female		Le petit été de la Saint-Luke		1980	1980	1980s	Le Masque	Romans d'aventures	policier	populaire	(unknown)	tei	1								Navarro, Marie-Louise	No more dying then	1978			no	no	yes	no
Ressi_Memoire	no		Michèle, Ressi	1	female	FRA	La memoire des corps	1990	1990	1990	1990s	Presses de la Cité		policier	populaire	9-782285-004386	tei	1													no	no	yes	no
Ricardo_Comtesse	no		Ricardo	1			Comtesse Anne	1973	1973	1973	1970s	Van Loo	Collection Amour	sentimental	populaire		tei	1													no	yes	no	no
Rice_Malone	yes		Rice, Craig	1	male		Malone quitte Chicago		1988	1988	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1821-X	tei	1								Averlant, Michel	Trial by fury				no	no	yes	no
Richardson_Nuit	yes		Richardson, Susan	1	female		La nuit des cajuns		1988	1988	1980s	Presses de la Cité	Collection Passion	sentimental	populaire	2-258-02730-6	tei	1									Cajun nights				no	yes	no	no
RobbeGrillet_NN	no	rv0193	Robbe-Grillet, Alain	1	male	FRA	Djinn, Un trou rouge entre les pavés disjoints	1981		1981	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
RobbeGrillet_Souvenirs	no	rv0198	Robbe-Grillet, Alain	1	male	FRA	Souvenirs du triangle d'or	1978		1978	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
RobertsD_Scorpion	yes		Roberts, Doreen	1	female		Le scorpion de jade		1989	1989	1980s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83223-2	tei	1		Kapitel nicht durchgehend erkannt						(unknown)	Forbidden Jade				no	yes	no	no
Robinson_Planete	yes		Robinson, Kim Stanley	1	male	USA	La planète sur la table	1988	1988	1988	1980s	J'ai lu	Science-fiction	scifi	populaire	2-277-22389-1	tei	1													yes	no	no	no
Rodgers_Assassin	yes		Rodgers, M.J.	1	female		L'assassin sans visage		1996	1996	1990s	Harlequin	Suspense	policier	populaire	2-280-16670-4	tei	1									Dead ringer				no	no	yes	no
Rolin_Cyrille	no		Rolin, Jean	1	male		Cyrille et méthode		1994	1994	1990s	Gallimard	Collection Blanche	blanche	blanche	2-07-073824-8	tei	1													no	no	no	yes
Rolin_Deux	no		Rolin, Dominique	1	female		Deux femmes un soir		1992	1992	1990s	Gallimard	Folio	blanche	blanche	2-07-039275-9	tei	1		Kapitel nicht durchgehend erkannt											no	no	no	yes
Rolin_Zones	no		Rolin, Jean	1	male		Zones		1995	1995	1990s	Gallimard	Collection Blanche	blanche	blanche	2-07-074128-1	tei	1		Kapitel nicht erkannt											no	no	no	yes
Rosemoor_Pari	yes		Rosemoor, Patricia	1	female		Pari sur la vie		1996	1996	1990s	Harlequin	Suspense	policier	populaire	2-280-16675-5	tei	1									Dead heat				no	no	yes	no
RossJ_Morte	yes		Ross, Jonathan	1	male		Une petite morte bien rangée		1984	1984	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1581-4	tei	1								Satori, Jacques	A rattling of old bones				no	no	yes	no
Roueche_Crime	yes		Roueché, Berton	1	male		Le crime ne fait pas le bonheur		1983	1983	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1458-3	tei	1								Eichelberger, Michael	Fago				no	no	yes	no
Ryan_Ange	yes		Ryan, Nan	1	female		Un ange au soleil	1987	1990	1987	1980s	Harlequin	Grands Romans	sentimental	populaire	9-78228-0110365	tei	1		Titelblatt rausgerissen  Dépôt légal: Januar 1990						(unknown)	(unknown)				no	yes	no	no
Ryan_Etrange	yes		Ryan, Jenna	1	female		Étrange rôle pour Sara		1988	1988	1980s	Harlequin	Collection Horizon	sentimental	populaire	2-280-01688-5	tei	1									Suspende animation				no	yes	no	no
Ryck_Conseil	no	rv0661	Ryck, Francis	1	male	FRA	Conseil Famille	1983		1983	1980s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Ryck_Incroyant	no	rv0665	Ryck, Francis	1	male	FRA	Incroyant	1970		1970	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Ryck_Intentions	no	rv0666	Ryck, Francis	1	male	FRA	Nos Intentions sont Pacifiques	1977		1977	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Ryck_Piege	no	rv0667	Ryck, Francis	1	male	FRA	Piege	1981		1981	1980s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Ryck_Secret	no		Ryck, Francis	1	male	FRA	Le secret		1973	1973	1970s	Gallimard	Série noire	policier	populaire	(unknown)	tei	1		Kapitel nicht durchgehend erkannt											no	no	yes	no
Ryck_Voulez	no	rv0668	Ryck, Francis	1	male	FRA	Voulez Vous Mourir	1973		1973	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
SaintBray_Coeurs			Saint-Bray, Marie Madeleine Chantal	1	female	FRA	Cœurs brûlés		1974	1974	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
SaintBray_Portes			Saint-Bray, Marie Madeleine Chantal	1	female	FRA	Les Portes De L'Amour		1979	1979	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Sarban_Son	yes		Sarban	1	male	GBR	Le Son du cor		1978	1978	1970s		Science-Fiction	scifi	populaire	2-253-02042-7	tei	1													yes	no	no	no
Sariola_Qui	yes		Sariola, Mauri	1	male	FIN	Qui a tué le commissaire Wolf?	1975	1975	1975	1970s	Librairie des Champs-Élysées	Le Masque	policier	populaire	2-7024-0437-5	tei	1													no	no	yes	no
Sarraute_Portrait	no		Sarraute, Nathalie	1	female		Portrait d'un inconnu		1995	1995	1990s	Gallimard	Collection Folio	blanche	blanche	2-07-036942-0	tei	1	no	Kapitel nicht erkannt, da keine Kapitelzahlen im Text  direkte Rede nicht erkannt											no	no	no	yes
Sayers_Arret	yes		Sayers, Dorothy L.	1	female		Arrêt du coeur		1984	1984	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1566-0	tei	1									Unnatural death				no	no	yes	no
Schuler_Trophees	yes		Schuler, Candace	1	female		Trophées pour un guerrier		1989	1989	1980s	Harlequin	Duo Desir	sentimental	populaire	2-280-85281-0	tei	1								(unknown)	Soul mates				no	yes	no	no
Schulze_Femme	yes		Schulze, Dallas	1	female		Une femme en villégiature		1989	1989	1980s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83228-3	tei	1		Kapitel nicht durchgehend erkannt						Canal, Mary	Donovan's Promise				no	yes	no	no
Secary_Angoissant	no		Sécary, Jean de	1	female	FRA	L'angoissant soupçon		1976	1976	1970s	Tallandier	Arc-en-Ciel	sentimental		(unknown)	tei	1													no	yes	no	no
Secary_Sortilege	no		Sécary, Jean de	1	female	FRA	Le sortilège camarguais		1970	1970	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
SechanMaslowiski_Vous	no		Séchan, Olivier / Maslowski, Igor	2	male		Vous qui n'avez jamais été tués		1985	1985	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1636-5	tei	1													no	no	yes	no
Seger_Souvenir	yes		Seger, Maura	1	female		Le souvenir de nous		1990	1990	1990s	Harlequin	Duo Harmonie	sentimental	populaire	9-78228-0832441	tei	1		Titelblatt herausgerissen  Dépôt légal : janvier 1990  Kapitel nicht durchgehend erkannt						(unknown)	(unknown)				no	yes	no	no
Seigneur_Lapins	no		Seigneur, Olivier	1	male		Des lapins et des hommes		1994	1994	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-2479-1	tei	1		Kapitel nicht durchgehend erkannt											no	no	yes	no
Shayne_Amants	yes		Shayne, Maggie	1	female		Les amants de la nuit		1994	1994	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16023-4	tei	1	no	sentimental/fantasy							Twilight memories				no	yes	no	no
Shayne_Voyageur	yes		Shayne, Maggie	1	female		Le voyageur du temps		1996	1996	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16068-4	tei	1	no	sentimental/fantasy							Miranda's viking				no	yes	no	no
Silverberg_Chateau2	yes		Silverberg, Robert	1	male	USA	La château de Lord Valentin 2	1980	1980	1980	1980s	J'ai lu	Science-fiction	scifi	populaire	2-277-21906-1	tei	1													yes	no	no	no
Silverberg_Guetteurs	yes		Silverberg, Robert	1	male	USA	Les guetteurs des étoiles		1987	1987	1980s	Presses Pocket	Science-Fiction	scifi	populaire	2-258-01936-8	tei	1								Rosenblum, Arlette	Those who watch	1968			yes	no	no	no
Silverberg_Revivre	yes		Silverberg, Robert	1	male	USA	Revivre encore		1984	1984	1980s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-01466-8	tei	1								Rosenblum, Arlette	To live again	1969			yes	no	no	no
Silverberg_Tour	yes		Silverberg, Robert	1	male	USA	La tour de verre		1972	1972	1970s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-01772-1	tei	1								Hilling, Simone	Tower of glass	1970			yes	no	no	no
Simak_Planete	yes		Simak, Clifford D.	1	male		La planète de Shakespeare		1977	1977	1970s	Denoël	Présence du Futur	scifi	populaire	(unknown)	tei	1								Saunier, Claude	Shakespeare's planet	1976			yes	no	no	no
Simart_Magicien	no		Simart, Hélène	1	female	FRA	Le magicien noir		1971	1971	1970s	Tallandier	Arc-en-Ciel	sentimental		(unknown)	tei	1													no	yes	no	no
Simenon_Cage	no	rv0081	Simenon, Georges	1	male	BEL	La Cage de Verre	1971		1971	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Simenon_Disparition	no	rv0093	Simenon, Georges	1	male	BEL	La Disparition d'Odile	1971		1971	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Simenon_Monsieur	no	rv0086	Simenon, Georges	1	male	BEL	Maigret et Monsieur Charles	1972		1972	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Simenon_Seul	no	rv0094	Simenon, Georges	1	male	BEL	Maigret et l'Homme Tout Seul	1971		1971	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Simon_Acacia	no	rv0188	Simon, Claude	1	male	FRA	L'Acacia	1989		1989	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Simon_Georgiques	no	rv0186	Simon, Claude	1	male	FRA	Les Géorgiques	1981		1981	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Simon_Jours	no		Simon, Yves	1	male	FRA	Les jours en couleurs	1971	1971	1971	1970s	Grasset	(unknown)	blanche		978-2-246-06299-8	tei	1													no	no	no	yes
Simon_Prochain	no		Simon, Yves	1	male	FRA	Le prochain amour		1996	1996	1990s	Grasset		blanche	blanche	2-246-50291-8	tei	1		Teile und Kapitel  Kapitel nicht durchgehend erkannt											no	no	no	yes
Simon_Tryptique	no	rv0185	Simon, Claude	1	male	FRA	Tryptique	1973		1973	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Siniac_Aime	no		Siniac, Pierre	1	male		Aime le maudit		1991	1991	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-3115-1	tei	1	yes	mehrere Teile											no	no	yes	no
Slesar_Mort	yes		Slesar, Henry	1	male		Mort pour rire		1985	1985	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1591-1	tei	1		Akte und Szenen						Maslowski, Igor B.	Enter Murderers				no	no	yes	no
SmithR_Coeur	yes		Smith, Ruth Alana	1	female		De ton cœur à mon  cœur		1992	1992	1990s	Harlequin	Collection Or	sentimental	populaire	2-280-07380-3	tei	1		Kapitel nicht durchgehend erkannt						Cazaurane, Anne	Soulbound				no	yes	no	no
Smith_Corrie	yes		Smith, Joan	1	female		Ma chère Corrie		1989	1989	1980s	Harlequin	Duo Romance	sentimental	populaire	2-280-80425-5	tei	1	no								Dear corrie				no	yes	no	no
Smith_Randonnee	yes		Smith, Joan	1	female		Randonnée pour une voleuse		1990	1990	1990s	Harlequin	Duo Romance	sentimental	populaire	9-782280-804479	tei	1	no								Thrill of the chase				no	yes	no	no
Sollers_Femmes	no		Sollers, Philippe	1	male		Femmes		1984	1984	1980s	Gallimard	Collection Folio	blanche	blanche	2-07-037620-6	tei	1	no												no	no	no	yes
Sommers_Etrange	yes		Sommers, Beverly	1	female		Etrange histoire d'amour		1990	1990	1990s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83274-7	tei	1								Zetsseur, Hubert	Accused				no	yes	no	no
Sommers_Professeur	yes		Sommers, Beverly	1	female		Le professeur est amoureux		1990	1990	1990s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83269-0	tei	1								du Lindois, Sophie	Outside in				no	yes	no	no
Sommers_Qui	yes		Sommers, Beverly	1	female		Qui a peur de Joyce Lenahan?		1990	1990	1990s	Harlequin	Duo Harmonie	sentimental	populaire	9-78228-0832502	tei	1		Titelblatt fehlt  Dépôt légal : mars 1990  Kapitel nicht erkannt						(unknown)	(unknown)				no	yes	no	no
Spencer_Epouse	yes		Spencer, Candace	1	female		Une épouse romantique		1991	1991	1990s	Harlequin	Rouge Passion	sentimental	populaire	2-280-12362-2	tei	1	no												no	yes	no	no
Spinrad_Chants	yes		Spinrad, Norman	1	male		Chants des étoiles		1988	1988	1980s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-02098-6	tei	1								Pugi, Jean-Pierre	Songs from the stars	1980			yes	no	no	no
Spinrad_Miroirs	yes		Spinrad, Norman	1	male		Les miroirs de l'esprit		1986	1986	1980s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-01694-6	tei	1								Canet, Charles	Mind Game	1980			yes	no	no	no
Steiner_Disque	no		Steiner, Kurt	1	male	FRA	Le disque rayé		1970	1970	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1		Kapitel nicht erkannt											yes	no	no	no
Stephens_Ciel	yes		Stephens, Jeanne	1	female		Comme un ciel d'orage		1990	1990	1990s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83255-0	tei	1		Kapitel nicht durchgehend erkannt						(unknown)	Dangerous Choices				no	yes	no	no
Stewardson_Coeur	yes		Stewardson, Dawn	1	female		Le coeur secret du Loch Ness		1990	1990	1990s	Harlequin	Collection Or	sentimental	populaire	9-782280-073103	tei	1	no								Deep secret				no	yes	no	no
Stewardson_Jours	yes		Stewardson, Dawn	1	female		Quelques jours pour aimer		1991	1991	1990s	Harlequin	Collection Or	sentimental	populaire	2-280-07345-5	tei	1	no												no	yes	no	no
Stewardson_Ombre	yes		Stewardson, Dawn	1	female		L'ombre de la lune bleue		1990	1990	1990s	Harlequin	Collection Or	sentimental	populaire	2-280-07326-9	tei	1	no												no	yes	no	no
Stirling_Meurtre	yes		Stirling, Elaine K.	1	female		Meurtre sous hypnose		1990	1990	1990s	Harlequin	Suspense	policier	populaire	2-280-11083-0	tei	1		Kapitel nicht durchgehend erkannt						Lamorlette, Marie-José	Sleepwalker				no	no	yes	no
Stratton_Incroyable	yes		Stratton, Rachel	1	female		L'incroyable retour		1979	1979	1970s	Harlequin	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Tanugi_Anne	no		Tanugi, Gilbert	1	male	FRA	Anne qui ne voyait rien venir	1979	1979	1979	1970s	Librairie des Champs-Élysées	Le Masque	policier	populaire	2-7024-0937-7	tei	1													no	no	yes	no
Tanugi_Week-end	no		Tanugi, Gilbert	1	male	FRA	Week-end chez Alice	1980	1980	1980	1980s	Librairie des Champs-Élysées	Le Masque	policier	populaire	2-7024-0984-9	tei	1													no	no	yes	no
Thomson_Sous	yes		Thomson, June	1	female		Sous les ponts de Wynford		1987	1987	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1782-5	tei	1													no	no	yes	no
Thorpe_Seigneur	yes		Thorpe, Kay	1	female	GBR	Le seigneur de l'Amazone		1979	1979	1970s	Harlequin	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Thurlo_Serment	yes		Thurlo, Aimée	1	female		Le serment de Melanie		1989	1989	1980s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83237-2	tei	1								(unknown)	Expiration Date				no	yes	no	no
